#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Mommsen an Brunn Berlin , Mai 1893 - 7 + Schoell , R. , Professor Dr. , München .
1-1	0-7	Mommsen	*	PERauthor
11-8	570-576	Berlin	*	PLACEmentioned
11-9	577-578	.	_	_

#Text=Smith , A. H. , British Museum , London .
12-1	579-584	Smith	*[15]	PERauthor[15]
12-2	585-586	,	*[15]	PERauthor[15]
12-3	587-589	A.	*[15]	PERauthor[15]
12-4	590-592	H.	*[15]	PERauthor[15]
12-5	593-594	,	_	_
12-6	595-602	British	*[16]	ORGmentioned[16]
12-7	603-609	Museum	*[16]	ORGmentioned[16]
12-8	610-611	,	_	_
12-9	612-618	London	*	PLACEmentioned
12-10	619-620	.	_	_

#Text=Steiner , K. Dr. Stuttgart .
13-1	621-628	Steiner	*[17]	PERauthor[17]
13-2	629-630	,	*[17]	PERauthor[17]
13-3	631-633	K.	*[17]	PERauthor[17]
13-4	634-637	Dr.	_	_
13-5	638-647	Stuttgart	*	PLACEmentioned
13-6	648-649	.	_	_

#Text=Sterrett , J. R . S. , Professor , Amherst ( Amerika ) .
14-1	650-658	Sterrett	*[18]	PERauthor[18]
14-2	659-660	,	*[18]	PERauthor[18]
14-3	661-663	J.	*[18]	PERauthor[18]
14-4	664-665	R	*[18]	PERauthor[18]
14-5	666-667	.	*[18]	PERauthor[18]
14-6	668-670	S.	*[18]	PERauthor[18]
14-7	671-672	,	_	_
14-8	673-682	Professor	_	_
14-9	683-684	,	_	_
14-10	685-692	Amherst	*	PLACEmentioned
14-11	693-694	(	_	_
14-12	695-702	Amerika	*	PLACEmentioned
14-13	703-704	)	_	_
14-14	705-706	.	_	_

#Text=von Sybel , H. , Dr. , Wirkl .
15-1	707-710	von	*[19]	PERauthor[19]
15-2	711-716	Sybel	*[19]	PERauthor[19]
15-3	717-718	,	*[19]	PERauthor[19]
15-4	719-721	H.	*[19]	PERauthor[19]
15-5	722-723	,	_	_
15-6	724-727	Dr.	_	_
15-7	728-729	,	_	_
15-8	730-735	Wirkl	_	_
15-9	736-737	.	_	_

#Text=Geh.Ob.-Reg.-Rath , Berlin .
16-1	738-755	Geh.Ob.-Reg.-Rath	_	_
16-2	756-757	,	_	_
16-3	758-764	Berlin	*	PLACEmentioned
16-4	765-766	.	_	_

#Text=Teutsch , G.D. , Dr. , Bischof , Hermannstadt , .
17-1	767-774	Teutsch	*[20]	PERauthor[20]
17-2	775-776	,	*[20]	PERauthor[20]
17-3	777-781	G.D.	*[20]	PERauthor[20]
17-4	782-783	,	_	_
17-5	784-787	Dr.	_	_
17-6	788-789	,	_	_
17-7	790-797	Bischof	_	_
17-8	798-799	,	_	_
17-9	800-812	Hermannstadt	*	PLACEmentioned
17-10	813-814	,	_	_
17-11	815-816	.	_	_

#Text=Tobler , A. , Professor Dr. , Berlin .
18-1	817-823	Tobler	*[21]	PERauthor[21]
18-2	824-825	,	*[21]	PERauthor[21]
18-3	826-828	A.	*[21]	PERauthor[21]
18-4	829-830	,	_	_
18-5	831-840	Professor	_	_
18-6	841-844	Dr.	_	_
18-7	845-846	,	_	_
18-8	847-853	Berlin	*	PLACEmentioned
18-9	854-855	.	_	_

#Text=Treu , G. Director Dr. , Dresden .
19-1	856-860	Treu	*[22]	PERauthor[22]
19-2	861-862	,	*[22]	PERauthor[22]
19-3	863-865	G.	*[22]	PERauthor[22]
19-4	866-874	Director	_	_
19-5	875-878	Dr.	_	_
19-6	879-880	,	_	_
19-7	881-888	Dresden	*	PLACEmentioned
19-8	889-890	.	_	_

#Text=Unger , J. , Dr. , Reichsgerichtspräsident , Wirkl .
20-1	891-896	Unger	*[23]	PERauthor[23]
20-2	897-898	,	*[23]	PERauthor[23]
20-3	899-901	J.	*[23]	PERauthor[23]
20-4	902-903	,	_	_
20-5	904-907	Dr.	_	_
20-6	908-909	,	_	_
20-7	910-933	Reichsgerichtspräsident	_	_
20-8	934-935	,	_	_
20-9	936-941	Wirkl	_	_
20-10	942-943	.	_	_

#Text=Geheimer Rath , Wien .
21-1	944-952	Geheimer	_	_
21-2	953-957	Rath	_	_
21-3	958-959	,	_	_
21-4	960-964	Wien	*	PLACEmentioned
21-5	965-966	.	_	_

#Text=Usener , H. , Professor Dr. , Geheimrath , Bonn .
22-1	967-973	Usener	*[24]	PERauthor[24]
22-2	974-975	,	*[24]	PERauthor[24]
22-3	976-978	H.	*[24]	PERauthor[24]
22-4	979-980	,	_	_
22-5	981-990	Professor	_	_
22-6	991-994	Dr.	_	_
22-7	995-996	,	_	_
22-8	997-1007	Geheimrath	_	_
22-9	1008-1009	,	_	_
22-10	1010-1014	Bonn	*	PLACEmentioned
22-11	1015-1016	.	_	_

#Text=Vahlen , J. , Professor Dr. , Geheimrath , Berlin .
23-1	1017-1023	Vahlen	*[25]	PERauthor[25]
23-2	1024-1025	,	*[25]	PERauthor[25]
23-3	1026-1028	J.	*[25]	PERauthor[25]
23-4	1029-1030	,	_	_
23-5	1031-1040	Professor	_	_
23-6	1041-1044	Dr.	_	_
23-7	1045-1046	,	_	_
23-8	1047-1057	Geheimrath	_	_
23-9	1058-1059	,	_	_
23-10	1060-1066	Berlin	*	PLACEmentioned
23-11	1067-1068	.	_	_

#Text=Villard , H. , New-York ,
24-1	1069-1076	Villard	*[26]	PERauthor[26]
24-2	1077-1078	,	*[26]	PERauthor[26]
24-3	1079-1081	H.	*[26]	PERauthor[26]
24-4	1082-1083	,	_	_
24-5	1084-1092	New-York	*	PLACEmentioned
24-6	1093-1094	,	_	_
